"","data_id","iso","event_id_cnty","event_id_no_cnty","event_date","year","time_precision","event_type","sub_event_type","actor1","assoc_actor_1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","timeseries"
"569",7708273,729,"SUD14784",14784,"08 February 2021",2021,1,"Strategic developments","Agreement","Government of Sudan (2019-)",NA,1,"Military Forces of Sudan (2019-)","JEM: Justice and Equality Movement; BC: Beja Congress; SLM/A-Minnawi: Sudan Liberation Movement/Army (Minnawi Faction); SCP: Sudanese Congress Party; Sudanese Baath Party; SRF: Sudan Revolutionary Front; FFC: Forces for Freedom and Change; NUP: National Umma Party; Arab Baath Party (Sudan)",1,11,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,3,"Radio Dabanga; Sudan Tribune","National","Agreement: On 8 February 2021, Prime Minister Hamdock announced the formation of a new cabinet, which has been expanded to incorporate groups who signed the Juba Peace Agreement. New ministers, who will sit alongside existing representatives from the army and FFC, include members of the SRF; SLM/A-Minnawi; JEM; Beja Congress; NUP; Sudanese Congress Party; and both the Sudanese and Arab Baath parties.",0,1614037121,"SDN",2021-02-08
"570",7683040,729,"SUD14785",14785,"08 February 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Farmers (Sudan)",7,47,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Miri",13.0052,23.9728,2,"Radio Dabanga","National","On 8 February 2021, armed pastoralists killed one farmer and wounded another whilst they were collecting honey 4 km north-west of Nertiti (Central Darfur state) [coded to Miri]. The attackers then looted the victims.",1,1618490910,"SDN",2021-02-08
"571",7683041,729,"SUD14778",14778,"08 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","River Nile","Atbara",NA,"Atbara",17.6949,33.9852,2,"Radio Dabanga","National","On 8 February 2021, a sit-in protest organized by the Railway Workers Union took place at an unspecified location in River Nile state (presumed to be Atbara). The demonstrators are calling for additional wages and improvements to pensions. [size=no report]",0,1613419899,"SDN",2021-02-08
"572",7683043,729,"SUD14779",14779,"08 February 2021",2021,2,"Battles","Armed clash","SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction) (Splinter Faction)",NA,2,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,22,"Northern Africa","Sudan","South Darfur","Sharg Aj Jabal",NA,"Deribat",13.081,24.5221,2,"Radio Dabanga","National","Around 8 February 2021 (as reported), the governor of South Darfur state claimed SLM/A al Nur rebels loyal to the military chief 'Gaddura' clashed with a splinter faction led by Zunoon Abdelshafi at an unspecified location in eastern Jebel Marrah area (presumed to be in the vicinity of Zunoon's former stronghold of Deribat in Sharg Jebel Marrah, South Darfur state). There is no information regarding fatalities or casualties.",0,1618490911,"SDN",2021-02-08
"573",7683045,729,"SUD14783",14783,"08 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Farmers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Kassala","Madeinat Kassala",NA,"Kassala",15.4296,36.4105,1,"Radio Dabanga","National","On 8 February 2021, farmers closed the bridge in central Kassala (Kassala state) through unspecified means, to protest against the lack of fuel. [size=no report]",0,1618490911,"SDN",2021-02-08
"574",7682696,729,"SUD14775",14775,"07 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"El Fasher",13.6264,25.3559,1,"Ayin Network; Radio Dabanga","National","On 7 February 2021, demonstrators blocked main roads (through unspecified means) at El Fasher (North Darfur state), in protest at the recent killing of a farmer. [size=no report]",0,1618490943,"SDN",2021-02-07
"575",7682787,729,"SUD14776",14776,"07 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Farmers (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"Al Sudani","National","On 7 February 2021, thousands of farmers gathered in Gedaref (Gedaref state), calling for the resignation of the governor; for a more effective and favorable policy towards agriculture on the part of the state authorities; and for the farming union to be reconstituted. [size=thousands]",0,1618490954,"SDN",2021-02-07
"576",7769829,729,"SUD14777",14777,"07 February 2021",2021,2,"Violence against civilians","Attack","Amhara Ethnic Militia (Ethiopia)",NA,4,"Civilians (Sudan)","Farmers (Sudan)",7,47,"Northern Africa","Sudan","Gedaref","Al Qureisha",NA,"Khor Ahmer",13.6343,36.3029,2,"Al Rakoba","National","Around 7 February 2021 (as reported), unspecified Ethiopian forces (presumed to be Amhara militia, based on similar raids) were reported to have attacked farmland at an unspecified location in the disputed eastern Gedaref state [coded to Khor Ahmer, El Quresha locality]. Agricultural vehicles were looted in the attack.",0,1618490954,"SDN",2021-02-07
"577",7683039,729,"SUD14772",14772,"06 February 2021",2021,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Government of Sudan (2019-)",7,37,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Arkis",12.871,23.9342,2,"Radio Dabanga","National","On 6 February 2021, unknown attackers armed with sticks attacked a local government official and two other civilians who were inspecting an agricultural project at an unspecified location described as being 10km south-east of Nertiti (Nertiti locality, Central Darfur state) [coded to Arkis]. The victims were wounded, and the attackers attempted (but failed) to rob the vehicle the victims were travelling in.",0,1618491049,"SDN",2021-02-06
"578",7683048,729,"SUD14773",14773,"06 February 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Farmers (Sudan)",7,47,"Northern Africa","Sudan","North Darfur","Al Fasher",NA,"Galgi",13.5486,25.5902,2,"Radio Dabanga","National","On 6 February 2021, a farmer was killed by armed pastoralists in the area of Arafana east of El Fasher city (El Fasher locality, North Darfur state) [coded to Galgi].",1,1618491054,"SDN",2021-02-06
"579",7919596,729,"SUD14774",14774,"06 February 2021",2021,1,"Battles","Armed clash","Unidentified Armed Group (Sudan)",NA,3,"Military Forces of Sudan (2019-)",NA,1,13,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Nertiti",12.9653,24.0427,2,"Radio Dabanga","National","On 6 February 2021, unknown gunmen clashed with unspecified 'joint forces' (provisionally coded as army) near Garani, described as being 11km in an unspecified direction from Nertiti (Nertiti locality, Central Darfur state). One of the unknown gunmen was killed, and three others were wounded.",1,1619479597,"SDN",2021-02-06
"580",8070162,729,"SUD14769",14769,"04 February 2021",2021,1,"Battles","Government regains territory","Military Forces of Sudan (2019-)",NA,1,"Police Forces of Ethiopia (2018-) Amhara Regional Special Forces","Amhara Ethnic Militia (Ethiopia)",8,18,"Northern Africa","Sudan","Gedaref","Al Qureisha",NA,"Malkamo",13.4278,36.2376,2,"Middle East Monitor; Al Rakoba; Radio Dabanga; Alintibaha","National-International","On 4 February 2021, SAF clashed with unspecified Ethiopia soldiers (presumed to be Amhara Liyu Police, and who were possibly operating alongside Amhara militia) at the areas of Malkamo and Barakat Norein (El Quresha locality, Gedaref state), with SAF reclaiming the disputed territory from Ethiopian forces. At least one SAF soldier was killed and between 4 and 8 wounded, whilst an unspecified number of Ethiopian forces (one sources says dozens) were also reported to have been killed, and an unspecified number were reportedly captured. Unknown Ethiopian fatalities coded as 3. 4 fatalities distributed across two events.",2,1623708354,"SDN",2021-02-04
"581",7662149,729,"SUD14767",14767,"04 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On 4 February 2021, protesters (including relatives of those who died in the course of the uprising) gathered in Khartoum, calling for the government to pay for the medical costs of those injured during protests, and to curb the levels of force used to disperse demonstrators. [size=no report]",0,1612815317,"SDN",2021-02-04
"582",7722310,729,"SUD14770",14770,"04 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Aj Jazirah","Medani Al Kubra",NA,"Wad Medani",14.3983,33.5477,1,"Al Rakoba","National","On 4 February 2021, protesters gathered in Wad Medani (El Gazira state) to demonstrate against soaring prices of basic goods. The protesters blocked street, though the means through which they did so are no specified. [size=no report]",0,1618491113,"SDN",2021-02-04
"583",7662152,729,"SUD14763",14763,"04 February 2021",2021,1,"Battles","Armed clash","Unidentified Armed Group (Sudan)",NA,3,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,23,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Basiga",13.2347,24.6444,2,"Radio Dabanga","National","On 4 February 2021, SLM/A al Nur rebels clashed with unidentified attackers at or near Rokouna/Rukona (described as being east of Jebel Marra) in Tawilla locality (North Darfur state) [coded to Basiga] following an attack in Rokouna earlier that day. Witnesses said 30 attackers were killed and 6 SLM/A al Nur rebels.",36,1618491114,"SDN",2021-02-04
"584",7662153,729,"SUD14764",14764,"04 February 2021",2021,1,"Violence against civilians","Attack","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Fur Ethnic Group (Sudan)",7,37,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Basiga",13.2347,24.6444,2,"Radio Dabanga","National","On 4 February 2021, unidentified attackers killed 3 civilians and wounded 7 (all victims presumed to be Fur) during an attack on Rokouna/Rukona (described as being east of Jebel Marra) in Tawilla locality (North Darfur state) [coded to Basiga], which also displaced dozens. There is no further information.",3,1618491114,"SDN",2021-02-04
"585",7662154,729,"SUD14768",14768,"04 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Radio Dabanga","National","On 4 February 2021, secondary school students demonstrated once again against ongoing bread shortages in Nyala (South Darfur state). [size=no report]",0,1618491114,"SDN",2021-02-04
"586",7769734,729,"SUD14908",14908,"04 February 2021",2021,1,"Battles","Government regains territory","Military Forces of Sudan (2019-)",NA,1,"Police Forces of Ethiopia (2018-) Amhara Regional Special Forces","Amhara Ethnic Militia (Ethiopia)",8,18,"Northern Africa","Sudan","Gedaref","Al Qureisha",NA,"Barakat Norein",13.4824,36.161,2,"Al Rakoba; Radio Dabanga; Alintibaha; Middle East Monitor","National-International","On 4 February 2021, SAF clashed with unspecified Ethiopia soldiers (presumed to be Amhara Liyu Police, and who were possibly operating alongside Amhara militia) at the areas of Malkamo and Barakat Norein (El Quresha locality, Gedaref state), with SAF reclaiming the disputed territory from Ethiopian forces. At least one SAF soldier was killed and between 4 and 8 wounded, whilst an unspecified number of Ethiopian forces (one sources says dozens) were also reported to have been killed, and an unspecified number were reportedly captured. Unknown Ethiopian fatalities coded as 3. 4 fatalities distributed across two events.",2,1618491133,"SDN",2021-02-04
"587",7661807,729,"SUD14765",14765,"04 February 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,"Military Forces of Sudan (2019-)","Civilians (Sudan); Labour Group (Sudan)",1,15,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"AFP; Radio Dabanga","National-International","On 4 February 2021, dozens of rioters blocked roads with burning tires in Gedaref (Gedaref state) whilst continuing to loot shops in the market, reportedly after bus drivers 'unofficially' raised prices. At least two vehicles were also torched. 'Regular forces' (presumed to be army) intervened and arrested at least 60, and used tear gas to disperse the rioters. The local Resistance Committee has claimed that the riots were orchestrated by members of the former regime, with complicity of the police (who did not intervene), although this is not confirmed at this time. [size=dozens]",0,1618491159,"SDN",2021-02-04
"588",7661808,729,"SUD14766",14766,"04 February 2021",2021,1,"Battles","Armed clash","Darfur Communal Militia (Sudan)","Military Forces of Sudan (2019-) Military Intelligence Service",4,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,24,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Jabal Marrah",13.1667,24.3667,2,"Sudan Tribune; Radio Dabanga","National","On 4 February 2021, SLM/A al Nur rebels claimed to have clashed with government-aligned militia supported by SAF Military Intelligence at Tanguli in the Jebel Marra area of Central Darfur, killing 24, and capturing one soldier and weapons and ammunition. There is no response from the government.",24,1618491159,"SDN",2021-02-04
"589",7662141,729,"SUD14758",14758,"03 February 2021",2021,2,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Women (Sudan)",7,47,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Albeeda",13.2331,24.5353,2,"Radio Dabanga","National","Around 3 February 2021 (as reported), gunmen on horses and camels (and coded as a pastoralist militia) shot and wounded two sisters at Koure Fenegi, described as being 10km south-east of Rokoro (Central Darfur state, approximate coordinates for Albeeda from humanitarian map used at GP2). The attackers also stole 210 head of cattle from the area.",0,1618491172,"SDN",2021-02-03
"590",7662145,729,"SUD14761",14761,"03 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Radio Dabanga","National","On 3 February 2021, secondary school students demonstrated once again against ongoing bread shortages in Nyala (South Darfur state). [size=no report]",0,1618491172,"SDN",2021-02-03
"591",7661893,729,"SUD14760",14760,"03 February 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Jebel Awlia",NA,"Jabal Aulia",15.251,32.5214,2,"Alintibaha","National","Around 3 February 2021 (as reported), sanitation workers demonstrated at a dump south of Khartoum [coded to Jabal Aulia] following an increase in the cost of discharging waste. The demonstrations are also drawing attention to the environmental harm caused by the sanitation practices (which involve dumping waste into the Nile) and to potential for revenues to be siphoned off. [size=no report]",0,1618491173,"SDN",2021-02-03
"592",8197013,729,"SUD14762",14762,"03 February 2021",2021,2,"Violence against civilians","Sexual violence","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Women (Sudan)",7,37,"Northern Africa","Sudan","Central Darfur","Shamal Jabal Marrah",NA,"Rokero",13.2781,24.4475,2,"Radio Dabanga","National","Around 3 February 2021 (as reported), a 10 year-old girl was raped by unknown gunmen near Rokoro (Central Darfur state). There is no further information.",0,1624315883,"SDN",2021-02-03
"593",7682743,729,"SUD14771",14771,"03 February 2021",2021,2,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)","Pastoralists (Sudan)",4,"Civilians (Sudan)","Bergid Ethnic Group (Sudan); Farmers (Sudan)",7,47,"Northern Africa","Sudan","South Darfur","Mershing",NA,"Hamada",12.6663,25.1431,1,"AFP","International","Around 3 February 2021 (week of), an elderly farmer belonging to the Bergid ethnic group was tortured by armed pastoralists at Hamada village (Niteaga locality, South Darfur state). Pastoralists have also been implicated in a spate of beatings against civilians in the area, and of encroaching on farm land.",0,1618491185,"SDN",2021-02-03
"594",7661806,729,"SUD14759",14759,"03 February 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)",NA,5,"Civilians (Sudan)","Labour Group (Sudan)",7,57,"Northern Africa","Sudan","Gedaref","Madeinat Al Gedaref",NA,"Gedaref",14.0479,35.3884,1,"AFP; Radio Dabanga","National-International","On 3 February 2021, riots broke out in Gedaref (Gedaref state), reportedly after bus drivers 'unofficially' raised prices. Shops were looted and property was vandalized. The local Resistance Committee has claimed that the riots were orchestrated by members of the former regime, with complicity of the police (who did not intervene), although this is not confirmed at this time. [size=no report]",0,1618491193,"SDN",2021-02-03
"595",7662142,729,"SUD14754",14754,"02 February 2021",2021,1,"Violence against civilians","Attack","Military Forces of Sudan (2019-)","Unidentified Armed Group (Sudan)",1,"Civilians (Sudan)","Refugees/IDPs (Sudan)",7,17,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Asandalou",12.9859,23.9281,2,"Radio Dabanga","National","On 2 February 2021, a man in military uniform (and coded as such) operating with another armed man accosted an IDP near Nertiti West camp close to Asandalou in Nertiti locality (Central Darfur state). After firing a shot in the air, the pair stabbed the victim in the head, and stole his belongings.",0,1618491205,"SDN",2021-02-02
"596",7661889,729,"SUD14755",14755,"02 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Former Military Forces of Sudan (1989-2019)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba","National","On 2 February 2021, former soldiers demonstrated in Khartoum, demanding to be reinstated into the army, and for changes to be made to the structure of the military. [size=no report]",0,1612815317,"SDN",2021-02-02
"597",7662148,729,"SUD14756",14756,"02 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On 2 February 2021, demonstrators protested against rising gas prices in Khartoum, blocking a road with gas cannisters. [size=no report]",0,1612815317,"SDN",2021-02-02
"598",7662155,729,"SUD14757",14757,"02 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Radio Dabanga","National","On 2 February 2021, secondary school students demonstrated once again against ongoing bread shortages in Nyala (South Darfur state). [size=no report]",0,1618491209,"SDN",2021-02-02
"599",7661892,729,"SUD14752",14752,"01 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","West Kordofan","Al Lagowa",NA,"Baleela Petro Energy Camp",11.1938,28.512,1,"Al Rakoba","National","On 1 February 2021, residents of Baleela town in El Salam locality (West Kordofan state) demonstrated at the Baleela Petro Energy Camp, 5km to the west of the town, preventing oil workers from leaving their accommodation (through unspecified means) and halting production. The demonstrators are calling for improvements to services, development and for adequate employment opportunities. [size=no report]",0,1618491243,"SDN",2021-02-01
"600",7661805,729,"SUD14753",14753,"01 February 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Students (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Radio Dabanga; Darfur 24","National","On 1 February 2021, secondary school students demonstrated against ongoing bread shortages in Nyala (South Darfur state). [size=no report]",0,1618491263,"SDN",2021-02-01
"601",7662150,729,"SUD14750",14750,"31 January 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)",NA,4,"Civilians (Sudan)",NA,7,47,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Tawila",13.5157,24.8653,2,"Radio Dabanga","National","On 31 January 2021, gunmen shot a man dead in Garagou village of Tawilla locality (North Darfur state) [coded to Tawila], and stole livestock and property from the village. There is no further information.",1,1618491279,"SDN",2021-01-31
"602",7662151,729,"SUD14746",14746,"31 January 2021",2021,1,"Violence against civilians","Attack","Darfur Communal Militia (Sudan)",NA,4,"Civilians (Sudan)",NA,7,47,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Barakau",13.4992,24.6624,1,"Radio Dabanga","National","On 31 January 2021, gunmen riding in vehicles and on camels attacked civilians at Barakau in Tawilla locality (North Darfur state), wounding one and abducting three. There is no further information.",0,1618491279,"SDN",2021-01-31
"603",7722968,729,"SUD14749",14749,"31 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga","National","On 31 January 2021, striking dock workers protested in Port Sudan (Red Sea state), calling for improvements in their salaries and for the payment of overtime to be made. [size=no report]",0,1614639425,"SDN",2021-01-31
"604",7661802,729,"SUD14747",14747,"31 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Basundah",NA,"Gallabat",12.962,36.1487,1,"Al Rakoba; Radio Dabanga","National","On 31 January 2021, demonstrators blocked the road to Ethiopia (through unspecified means) at Gallabat town in Basundah locality (Gedaref state), beginning a sit-in protest to demand the release of three traders who had been abducted by Amhara militia the previous day. [size=no report]",0,1612815317,"SDN",2021-01-31
"605",7661803,729,"SUD14748",14748,"31 January 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)","Students (Sudan)",5,"Police Forces of Sudan (2019-)",NA,1,15,"Northern Africa","Sudan","South Darfur","Nyala Janoub",NA,"Nyala",12.0556,24.8906,1,"Darfur 24; Radio Dabanga","National","On 31 January 2021, hundreds of secondary school students rioted in Nyala (South Darfur state), blocking roads with rocks and burning tires to denounce ongoing bread shortages. The students threw stones at police (injuring several), who are accused of using 'excessive force' in response, and arresting an unspecified number. [size=hundreds]",0,1618491311,"SDN",2021-01-31
"606",7661804,729,"SUD14751",14751,"31 January 2021",2021,1,"Battles","Armed clash","Darfur Communal Militia (Sudan)",NA,4,"SLM/A-Nur: Sudan Liberation Movement/Army (Abdul Wahid al-Nur Faction)",NA,2,24,"Northern Africa","Sudan","North Darfur","Tawila",NA,"Touwa Shalal",13.2234,24.638,2,"Darfur 24; Sudan Tribune; Radio Dabanga","National","On 31 January 2021, SLM/A al Nur rebels claimed to have repulsed an attacked by pro-government militia at Touwa Shalal in Tawila locality (North Darfur state; approximate coordinates based on IOM map used), killing 17 and wounding 23, and capturing weaponry. There is no response from the government.",17,1618491311,"SDN",2021-01-31
"607",7662144,729,"SUD14745",14745,"30 January 2021",2021,1,"Violence against civilians","Sexual violence","Unidentified Armed Group (Sudan)",NA,3,"Civilians (Sudan)","Women (Sudan); Refugees/IDPs (Sudan)",7,37,"Northern Africa","Sudan","Central Darfur","Gharb Jabal Marrah",NA,"Turr",12.8494,24.1111,2,"Radio Dabanga","National","On 30 January 2021, two gunmen raped a 13 year-old female IDP and stabbed her brother in the head whilst they were travelling between Koumi Doki and Turr in Nertiti locality (Central Darfur state).",0,1618491330,"SDN",2021-01-30
"608",7662146,729,"SUD14744",14744,"30 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Gedaref","Basundah",NA,"Gallabat",12.962,36.1487,1,"Radio Dabanga","National","On 30 January 2021, hundreds of demonstrators gathered at Gallabat town in Basundah locality (Gedaref state), demanding the release of three traders who had been abducted by Amhara militia earlier that day. [size=hundreds]",0,1612815317,"SDN",2021-01-30
"609",7661801,729,"SUD14743",14743,"30 January 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Amhara Ethnic Militia (Ethiopia)",NA,4,"Civilians (Sudan)","Labour Group (Sudan)",7,47,"Northern Africa","Sudan","Gedaref","Basundah",NA,"Gallabat",12.962,36.1487,2,"Radio Dabanga; Al Rakoba","National","On 30 January 2021, Amhara militia abducted three Sudanese merchants at or near Gallabat town in Basundah locality (Gedaref state), and set fire to a motorbike belonging to a trader.",0,1612815316,"SDN",2021-01-30
"610",7585545,729,"SUD14739",14739,"29 January 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Labour Group (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba","National","Around 29 January 2021, importers of veterinary medicines demonstrated at the National Council of Medicines and Toxins in Khartoum, calling for decisions relating to the import of medicines to be changed, and protesting the lack of medicines in the country (which relates to foreign exchange shortages). [size=no report]",0,1612212407,"SDN",2021-01-29
"611",7585803,729,"SUD14737",14737,"28 January 2021",2021,1,"Riots","Violent demonstration","Rioters (Sudan)","Resistance Committees (Sudan)",5,NA,NA,0,50,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Radio Dabanga","National","On 28 January 2021, demonstrators gathered in Khartoum, to denounce increases in the price of fuel and bread, and shortages of basic goods. Demonstrators barricaded roads, and blocked the bridge to Omdurman. [size=no report]",0,1612212414,"SDN",2021-01-28
"612",7585404,729,"SUD14738",14738,"28 January 2021",2021,1,"Riots","Mob violence","Rioters (Sudan)","NCP: National Congress Party",5,"Rioters (Sudan)","Resistance Committees (Sudan)",5,55,"Northern Africa","Sudan","River Nile","Shendi",NA,"Shendi",16.6861,33.4326,1,"Al Rakoba; Radio Dabanga","National","On 28 January 2021, supporters of the outlawed NCP attacked supporters of the governor of River Nile state (including Resistance Committee members) at an event intended to promote unity and peace at Shendi (Shendi, River Nile state), prompting clashes between the two groups. One Resistance Committee member was wounded. Police later intervened to separate the groups. [size=no report]",0,1612212404,"SDN",2021-01-28
"613",7998400,729,"SUD14736",14736,"28 January 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","South Kordofan","Dilling",NA,"Dilling",12.0509,29.6542,1,"Radio Dabanga","National","Around 28 January 2021, demonstrators gathered in Dilling (Dilling, South Kordofan state), to protest against water shortages in the town. The residents have accused the water corporation of deliberately stopping the supply of water. [size=no report]",0,1621903735,"SDN",2021-01-28
"614",7585536,729,"SUD14730",14730,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Resistance Committees (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Bahri",NA,"Khartoum North",15.6365,32.5303,1,"Al Rakoba","National","On 27 January 2021, demonstrators (including Resistance Committees) gathered in Khartoum North, to denounce increases in the price of fuel and bread. [size=no report]",0,1618491462,"SDN",2021-01-27
"615",7723009,729,"SUD14732",14732,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","NCP: National Congress Party",6,NA,NA,0,60,"Northern Africa","Sudan","Red Sea","Port Sudan",NA,"Port Sudan",19.6148,37.2225,1,"Radio Dabanga","National","On 27 January 2021, supporters of the outlawed NCP protested in Port Sudan (Port Sudan, Red Sea state) to demonstrate against the removal of 'Empowerment' privileges awarded to loyalists during the Bashir regime. [size=no report]",0,1614639426,"SDN",2021-01-27
"616",7585538,729,"SUD14731",14731,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)",NA,6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Um Durman",NA,"Omdurman",15.6573,32.4739,1,"Al Rakoba","National","On 27 January 2021, demonstrators gathered once again in Omdurman (Umm Badda, Khartoum), to denounce increases in the price of fuel and bread. [size=no report]",0,1618491462,"SDN",2021-01-27
"617",7585543,729,"SUD14728",14728,"27 January 2021",2021,2,"Protests","Peaceful protest","Protesters (Sudan)","Former Police Forces of Sudan (1989-2019)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba","National","Around 27 January 2021 (as reported), former police officers demonstrated at the Ministry of the Interior in Khartoum, calling for unfairly dismissed officers to be reinstated; for financial support to be availed to former police officers; and for the restructuring of the police service. [size=no report]",0,1612212407,"SDN",2021-01-27
"618",7585544,729,"SUD14729",14729,"27 January 2021",2021,1,"Protests","Peaceful protest","Protesters (Sudan)","Resistance Committees (Sudan)",6,NA,NA,0,60,"Northern Africa","Sudan","Khartoum","Khartoum",NA,"Khartoum",15.5725,32.5364,1,"Al Rakoba","National","On 27 January 2021, demonstrators (including Resistance Committees) gathered once again in Khartoum, to denounce increases in the price of fuel and bread. [size=no report]",0,1612212407,"SDN",2021-01-27
